Candidato,VideoID,Comentario,FechaHora												
NO A LA MAFIOSA KEIKO 												
VOTEMOS POR EL CAMBIO LUCHEMOS POR EL												
"VIENESTAR SOCIAL PARA TODOS LOS PERUANOS"",2021-05-08T13:28:06Z"												
Verónika Mendoza,oVXacLUSkrM,Muy bien Verónica te felicito por aclarar algunas dudas,2021-05-08T13:25:28Z												
Verónika Mendoza,oVXacLUSkrM,Vero tu debiste estás en 2 da vuelta,2021-05-08T12:43:37Z												
Verónika Mendoza,oVXacLUSkrM,NO TIENE SANGRE EN LA CARA,2021-05-08T07:45:55Z												
"Verónika Mendoza,oVXacLUSkrM,""Frenar los privilegios de alguien, uffff. menos mal que Veronica Castillo no ingreso al gobierno."",2021-05-08T05:42:51Z"												
Verónika Mendoza,oVXacLUSkrM,Escuche Pueblo más de 100 veces.,2021-05-08T05:31:09Z												
"Verónika Mendoza,oVXacLUSkrM,""Y AHORA, ES HORA DE EL GRAN JUICIO CONTRA KEIKO Y SU ORGANIZACIÓN CRIMINAL!!!!"",2021-05-08T04:38:08Z"												
Verónika Mendoza,oVXacLUSkrM,Los monopolios estresantes . O el pueblo al poder . No al fraude,2021-05-08T03:29:02Z												
"Verónika Mendoza,oVXacLUSkrM,""Una muy buena aliada, con harta cancha y conocimientos."",2021-05-08T03:11:21Z"												
Verónika Mendoza,oVXacLUSkrM,Pasame mi polo rojo maruja,2021-05-08T02:59:22Z												
"Verónika Mendoza,oVXacLUSkrM,""Verónica allintan rimasanki.AMA LLULL A  AMA KELLA  AMA SUA por último AMA LLUNKO.quire decir. No mentiroso, no ocioso,no ladrón y por último no ser CHUPAMEDIAS de mentirosos, ociosos, ladrones y que abiertamente representa la señora keyco con un total desparpajo y cinismo."",2021-05-08T02:35:05Z"												
Verónika Mendoza,oVXacLUSkrM,NO AL NARCO-ESTADO FUJIMORISTA,2021-05-08T02:04:13Z												
Verónika Mendoza,oVXacLUSkrM,NUNCA MÁS A LA MAFIA CRIMINAL FUJIMORISTA,2021-05-08T02:02:11Z												
Verónika Mendoza,oVXacLUSkrM,Verónica estábamos extrañando sigue adelante con la lucha x nuestra patria Perú,2021-05-08T00:31:50Z												
"Verónika Mendoza,oVXacLUSkrM,""Periodista tarado, no le hace las verdaderas preguntas"",2021-05-08T00:30:57Z"												
"Verónika Mendoza,oVXacLUSkrM,""El Perú se encuentra en una crisis politica! Se trata ahora de  salvar al pais del comunismo!! De la miseria y terrorismo que se vivió años atrás!!! Tenemos cabeza, dejemos el pasado atrás!! SALVEMOS A NUESTRO PAÍS!! Yo me uno a Keiko como buena peruana le digo NO AL COMUNISMO!!! NOOO AL TERRORISMO!!! NOOO A CASTILLO !!!!"",2021-05-08T00:24:31Z"												
Verónika Mendoza,oVXacLUSkrM,veronica tu ya perdistes y ahora te quieres a comodar com um lugar que castillo te esta dando castillo no tiene um plan de gobierno no esta preparado para gobernar um pais el comunismo no vamos a fundar no queremos mas de estos comunistas corruptos  oprtunistas y falsos como es a veronica se acomodando para ser a primera dama  al Perú se respeta como um pais grande focalizado para um futuro mejor que Dios nos bendiga a todos,2021-05-08T00:08:41Z												
"Verónika Mendoza,oVXacLUSkrM,""Esta distinguida dama debía estar en segunda vuelta, si tuviéramos madurez electoral... sobria, inteligente q trasmite seguridad de pensamiento. ¡fujiratas, nunca más!"",2021-05-07T23:25:02Z"												
Verónika Mendoza,oVXacLUSkrM,Terronica :),2021-05-07T23:17:56Z												
Verónika Mendoza,oVXacLUSkrM,Tremenda corrupta y oportunista.,2021-05-07T23:15:56Z												
"Verónika Mendoza,oVXacLUSkrM,""Terronika presentando su plan de gobierno no entiende q ya fue , es su mejor pantalla de cerron para q no los tilden de extremistas, ."",2021-05-07T23:04:56Z"												
Verónika Mendoza,oVXacLUSkrM,Vero habla bien.......,2021-05-07T21:23:53Z												
Verónika Mendoza,oVXacLUSkrM,Buen periodista,2021-05-07T21:20:06Z												
Verónika Mendoza,oVXacLUSkrM,Aaa les asé falta firmas ya en tiendo anda regalando mascarilla  faliales acanbio  de  una  firma  en plaza norte,2021-05-07T21:11:30Z												
Verónika Mendoza,oVXacLUSkrM,Oportunista eso eres,2021-05-07T21:04:51Z												
"Verónika Mendoza,oVXacLUSkrM,""MUY BIEN SRTA. VERONICA "	 EL PROFESOR CASTILLO ES LA UNICA ALTERNATIVA.											
LA SEÑORA K REPRESENTA LA MAS INMENSA CORRUPCCIÓN	 POR ELLO LA DEJARON SUELTA DE LA CARCEL	 PARA QUE POSTULE Y BENEFICIE LA ELITE DE PODER.										
SI TUPAC AMARU O ATAHUALPA RESUCITARA	  LA SEÑORA K Y SU ORGANIZACION POLITICA CRIMINAL LO ESTIGMATIZARÍAN COMO LOS REYES TERRUCOS	" AL PERUANO  PROVINCIANO SIEMPRE LO TERRUQUEAN."",2021-05-07T19:11:13Z"										
Verónika Mendoza,oVXacLUSkrM,Criminalizan a los peruanos por derechos o acciones que el Estado tiene que promover.,2021-05-07T17:03:48Z												
"Verónika Mendoza,oVXacLUSkrM,""Mientras mas ricos hay en un pais mas se desarrolla este,  lo que propone la Terronica Mendoza es humo"",2021-05-07T16:52:19Z"												
Verónika Mendoza,oVXacLUSkrM,si mejor que gobuernen los de Sendero y que el peru quede como huancavelica con el doctor anemia de emperador asesinando a los que se le opongan,2021-05-07T16:49:17Z												
"Verónika Mendoza,oVXacLUSkrM,""prefiero 1000000 veces a la ladrona de KEIKO que a los asesinos comunistas ,"",2021-05-07T16:47:08Z"												
"Verónika Mendoza,oVXacLUSkrM,""Los Ricos nos dan trabajo y si estos se van nos quedamos sin empleo, Yo, Tú, Mama y Papa y así sucesivamente otras familias también…"												
"Me hace recordar al Pan Popular de Alan García que obligo a todas las panaderías a prepararlos a cero costos y muchas panaderías quebraron y todos sus trabajadores se quedaron sin empleo…"",2021-05-07T16:38:56Z"												
"Verónika Mendoza,oVXacLUSkrM,""Buen periodista... así se debe entrevistar, sin inclinación...un periodista imparcial..."",2021-05-07T15:54:26Z"												
Verónika Mendoza,oVXacLUSkrM,Veronica democracia!!!,2021-05-07T15:52:37Z												
"Verónika Mendoza,oVXacLUSkrM,""Cómo lo van  hacer ... es más importante, que sólo enumeras las carencias."",2021-05-07T15:47:46Z"												
Verónika Mendoza,oVXacLUSkrM,La colonia ya terminó hace 200 años.El problema son todos los políticos corruptos que hay en el Perú.,2021-05-07T15:38:37Z												
"Verónika Mendoza,oVXacLUSkrM,""Verónica apoyando a los vínculos con sendero, escribirá las agendas de Cerrón."",2021-05-07T14:33:36Z"												
"Verónika Mendoza,oVXacLUSkrM,""Tv peru prensa vendida q solo vela por los intereses comunistas y socialistas, dan asco"",2021-05-07T14:10:27Z"												
Verónika Mendoza,oVXacLUSkrM,No Fujimorismo,2021-05-07T14:08:45Z												
Verónika Mendoza,oVXacLUSkrM,Que bueno que haya concenso por el bien del país...,2021-05-07T12:45:04Z												
"Verónika Mendoza,oVXacLUSkrM,""Ahora si la cosa se puso más dura, desde el momento que Mendoza se alió con Castillo..."												
Esta flaca habla mil veces mejor que Pedro... ??												
"NO te corras Pedro, no te chupes Pedro..."""" ??????"												
"Si Pedro, la hace su vicepresidenta a Verónica Mendoza... Perú Libre arraza ??????..."",2021-05-07T10:09:02Z"												
"Verónika Mendoza,oVXacLUSkrM,""Veronica es Nadine agenda corrupta y mamadora de corruptos,  nadie terruquea son terroristas"",2021-05-07T07:03:10Z"												
Verónika Mendoza,oVXacLUSkrM,Castillo firma con esta veronica  jaja a quien le creen q no ha tenido todo el tiempo con la misma pendejada,2021-05-07T07:01:30Z												
"Verónika Mendoza,oVXacLUSkrM,""Q ahora es vocera de Cerron Castillo de los senderistas del Peru, q horror"",2021-05-07T06:58:56Z"												
Verónika Mendoza,oVXacLUSkrM,Verónica  las próximas elecciones desde ya las perdiste todos te relacionan con Cerron y compañia,2021-05-07T06:21:23Z												
"Verónika Mendoza,oVXacLUSkrM,""BRAVO....GRACIAS VERO, ERES GRANDE, NO TRAICIONASTE LO CONSIGNA DE CAMBIO.....TE MERECES SER PRESIDENTA EN EL FUTURO....LAS CONVICCION Y EL ESCUCHAR ANTES DE JUZGAR ES LO MEJOR DE UNA PERSONA"",2021-05-07T06:11:32Z"												
Verónika Mendoza,oVXacLUSkrM,Los empleados no tienen contratos en otros países lo multan a la empresa o empleador que hace trabajar sin contrato,2021-05-07T04:48:21Z												
"Verónika Mendoza,oVXacLUSkrM,""Buena entrevista,  al fin algo decente en señal abierta."",2021-05-07T04:41:57Z"												
"Verónika Mendoza,oVXacLUSkrM,""Ésta tiene carita dulce, pero es tan radical como Cerrón."",2021-05-07T04:20:16Z"												
"Verónika Mendoza,oVXacLUSkrM,""Verónica y los izquierdistas se empecinan en un error que no pueden superar: El estatismo. Su empeño en darle demasiado poder y confiar que la fuerza e """"inteligencia"""" del Estado va a levantar al país es esa fatal arrogancia que asegura un camino a la pobreza. La libertad económica ha sido el mejor motor de riqueza en paises democráticos. Bien decía Hildebrant: """"Alguien tiene que decirles que el Muro de Berlín cayó"""". Cada vez que le escucho que el estado va darles capacitación, me pregunto ¿En qué? ¿En trabas burocráticas? ¿En imprimir y sellar papeles? ¿En informes interminables? El estado debe hacer su labor reguladora, con el mejor criterio posible, cumplir con su misión. Pero hay cosas que no podrá hacer bien nunca, por carecer de las motivaciones, know how, estructura y tantos aspectos que el sector privado sí tiene. Con ese pensamiento, """"La Vero"""", como la mayoría de izquierdistas, no pasa de ser una bienintencionada con poco que ofrecer. Supongo que todos esos amantes del sector público, que piden más Estado, tendrán sus cuentas en el Banco de la Nación y no en una entidad privada, preferirán la ONP sobre la AFP, usaran SERPOST y no DHL, tal vez estarán conformes con el mal servicio y las colas interminables, lo dudo."",2021-05-07T04:10:28Z"												
Verónika Mendoza,oVXacLUSkrM,LA ESCENCIA DE LA DEMOCRACIA RADICA EN EL CUMPLIMIENTO DE LA CONSTITUCION POR TODOS,2021-05-07T03:58:17Z												
Verónika Mendoza,oVXacLUSkrM,Consultar al pueblo sobre un tema que desconoce (ignorantes) . En el último referéndum saben por lo que votamos ?,2021-05-07T03:52:57Z												
Verónika Mendoza,oVXacLUSkrM,ESTA VIBORA NO DICE NADA DEL TERRORISMO QUE HUBO EN EL PERU EN LOS OCHENTA Y NOVENTA Y DESPUES SE QUEJA CUANDO LE DICEN TERRUCA...,2021-05-07T03:50:47Z												
Verónika Mendoza,oVXacLUSkrM,Una mujer empoderada y con amplios conocimientos ???? ???? ????...!!!,2021-05-07T03:24:24Z												
"Verónika Mendoza,oVXacLUSkrM,""Castillo tiene la gran opcion de  poder contar con el equipo de Juntos por el Perú ojala puedan llegar a un acuerdo en es aspecto sobre todo con sus economistas Lamentable que los medios dieran poca difusión de este acuerdo, si la señora Flor Pablo se sumara ya seria la confirmación de que podríamos tener un gobierno equilibrado, va por buen camino Señor Castillo no se desvié de el"",2021-05-07T03:17:56Z"												
Verónika Mendoza,oVXacLUSkrM,NUEVA CONSTITUCIÓN!!!!!!!!!!!.....Y A PRISION TODOS  los Fujimuristas.,2021-05-07T02:37:28Z												
Verónika Mendoza,oVXacLUSkrM,Tenemos que entender pedro castillo presidente es el que gobernara el escogera quien debe acompañarlo en las decisiones  que se deben hacer en favor de las mayorias todos debemos construir un mejor peru la duda del voto no vale si queremos cambiar ahora,2021-05-07T02:29:57Z												
"Verónika Mendoza,oVXacLUSkrM,""Muy bien Verónica muy segura de ti misma, tomaste una decisión. No como Lescano ni frío ni tibio, oportunista. Felicitaciones al entrevistador imparcial y ético."",2021-05-07T02:21:39Z"												
"Verónika Mendoza,oVXacLUSkrM,""Keiko ,su padre y su mafia culpables de que no existan buenos hospitales , culpables por las  muerte de miles de peruanos, hubiera mejores hospitales si nos hubieran robado el CERRON  de 6 mil millones de dolares, si sus mafiosos aportantes pagaran sus tributos a la SUNAT  y si no hubieran regalado las empresas del Peru."",2021-05-07T02:04:20Z"												
"Verónika Mendoza,oVXacLUSkrM,""Tenía razón castillo, veronika mendoza ES UNA OPORTUNISTA.  Buscando un puesto en un supuesto gobierno de castillo. Será la mucama de los comunista, la arrimadita, no le queda de otra"",2021-05-07T01:57:11Z"												
Verónika Mendoza,tm8zU8MfVU8,El    tiempo     se   vio     su     verdadero     rostro       siendo    complises     del     peor     gobierno    de   la     historia      x     eso       cual   quiera     menos      vero,2023-04-09T16:06:22Z												
Verónika Mendoza,tm8zU8MfVU8,??VERÓNIKA 2021???? JP? ????,2021-01-21T04:34:59Z												
Verónika Mendoza,tm8zU8MfVU8,CORAJE.....,2021-01-01T14:40:24Z												
"Verónika Mendoza,tm8zU8MfVU8,""Jajaja se contradice, miente y ademas habla incoherencias"",2020-12-27T22:50:23Z"												
Verónika Mendoza,tm8zU8MfVU8,que mierda hago aqui estaba escuchando a miguel angel cornejo y me mandan esta huevada,2018-11-20T21:51:47Z												
Verónika Mendoza,tm8zU8MfVU8,VERONIKA TERRUCA,2016-05-23T16:05:31Z												
Verónika Mendoza,tm8zU8MfVU8,vero te amo 	),2016-04-05T06:33:25Z											
"Verónika Mendoza,tm8zU8MfVU8,""Primero Comunista, luego Socialista, luego Izquierdista, luego Nacionalista,!! Ahora? A Quien carajos quiere engañar?"",2016-04-05T02:17:52Z"												
"Verónika Mendoza,tm8zU8MfVU8,""Jamas votaría por el """"COMUNISMO"""" JAMAS!! ya que NUNCA el comunismo NO a funcionado en ningún pais!! Cuba es el peor pais de referencia y mucho menos venezuela ... hablas de corrupcion ??? por favor sra !! usted es la menos indicada de hablar en esto ahora apmité haber escrito en las agendas de la sra Nadine! es normal la justicia Brasileña le va caer a las dos y si niega sera peor para usted y su complices presindeciales que hoy en dia están dejando un estado descomunalmente en la quiebra! el caso """"lava jato! y los pétrodollars están saliendo a flote."",2016-04-02T16:46:58Z"												
Verónika Mendoza,tm8zU8MfVU8,Barnechea  es el candidato de la confiep,2016-03-14T19:06:57Z												
"Verónika Mendoza,tm8zU8MfVU8,""Lo que me desanima es que esta leyendo ese papel para expresar su plan presidencial. Eso quiere decir que hace poco, ella no tenia idea de lo que estaba pasando en el Perú."",2016-03-10T04:58:56Z"												
Verónika Mendoza,tm8zU8MfVU8,vero tienes mi voto,2016-03-06T16:30:53Z												
Verónika Mendoza,tm8zU8MfVU8,Veronika fuera una excelente opción de no ser por estar a favor de legalizar el aborto y los matrimonios hombre con hombre y mujer con mujer y favorecer las malas prácticas depravadas de los bisexuales y transexuales. si no fuera por esto último fuera mi candidata,2016-03-02T18:00:18Z												
"Verónika Mendoza,tm8zU8MfVU8,""Las mejores propuestas que he escuchado "												
FIN A LA CULTURA DEL SECRETO!!! eso es lo que todos los peruanos queremos. Ya basta de corrupción. 												
AUTORIDAD AUTÓNOMA DE LA TRANSPARENCIA!!!!. 												
LEY DEL LOBBY!!!!												
"Verónika Presidente 2016"",2016-02-28T06:08:58Z"												
"Verónika Mendoza,tm8zU8MfVU8,""gracias a la corrupción el Perú es un país q esta por los suelos, es un deber apoyar al candidato q tienen propuesta claras para exterminar esta lacra."",2016-02-23T20:23:05Z"												
Verónika Mendoza,tm8zU8MfVU8,esas publicaciones que tiene Guzman en el TROME y EL COMERCIO  restan no suman .,2016-02-22T02:43:02Z												
"Verónika Mendoza,tm8zU8MfVU8,""Veronica dice """"CONGA NO VA"""", """"TIA MARIA NO VA"""" y su famoso """"NO A LA MINERIA"""", y """"SI A LA AGRICULTURA"""". ¿Que cree? ¿Que solo sembrando papas y camotes el pais va a crecer?"												
												
"Mineria y agricultura, ambas cosas son importantes. Mineria mas que agricultura, claro esta."",2016-02-20T03:06:38Z"												
"Verónika Mendoza,tm8zU8MfVU8,""Ponganse a pensar. Si veronica tiene tanta gente """"Chevereeeeee"""" como ustedes, que la defienden piensan igual que ella. ¿POR QUE TIENE 2%?"												
												
"Eso solo demuestra que nadie la quiere y que los que están con ella son unos ilusos"",2016-02-20T03:02:20Z"												
Verónika Mendoza,tm8zU8MfVU8,AMIGA NO ERA NECESARIO QUE SE HABLE DE OTROS SI NO DE UNO MISMO CON SUS PROPUESTAS :) OK EN FIN NO ERA NECESARIO ESO YA SE SABE,2016-02-18T15:40:35Z												
"Verónika Mendoza,tm8zU8MfVU8,""Señora Veronica te apoyamos. La unica manera de acabar con todas las lacras politicas es tolerancia """"0"""". a todos los actos de corrupción y robo  en todos los sectores del pais."",2016-02-18T03:58:36Z"												
"Verónika Mendoza,tm8zU8MfVU8,""Estoy contigo adelante mujer, tienes buenas propuestas valor tienes eso es importante  , tu proyecto y programa son complejos pero viables, llevarlos  es un reto PERO NO IMPOSIBLE, tienes un amigo mas."",2016-02-15T21:25:31Z"												
"Verónika Mendoza,tm8zU8MfVU8,""ELNPAIS EBE PREMIAR A LOS  NUEVOS TUCUYRICUJEL QUE TODO O OYE , EL QE TODO LO VE , EL INCA LOS TENIA EN TODO EL IMPERIO DEL TAHUANTINSUYO"",2016-02-15T10:14:34Z"												
Verónika Mendoza,tm8zU8MfVU8,Modelo chavista?? No gracias,2016-02-15T05:51:13Z												
"Verónika Mendoza,tm8zU8MfVU8,""Así tengas 2 por ciento o 1 por ciento , esa gente que cree en ti esta consciente de que eres la mejor opción , es gente que está harta de lo mismo, y es gente que no se puede """"acostumbrar"""" a que personas que son elegidas para trabajar por el país , trabajen para ellos mismos, sus cochinos y regordetes bolsillos , sigue haciendo las cosas diferentes por favor..."",2016-02-14T23:25:03Z"												
Verónika Mendoza,tm8zU8MfVU8,Que preparada es Veronica Mendoza. definitivamente tiene mi voto,2016-02-13T17:20:32Z												
"Verónika Mendoza,tm8zU8MfVU8,""no es escucha nada "	(											
"sabotaje coño no"",2016-02-13T02:51:39Z"												
Verónika Mendoza,tm8zU8MfVU8,Comunista,2016-02-12T12:09:42Z												
"Verónika Mendoza,tm8zU8MfVU8,""Vuelvo a decir los mejores candidatos, Julio Guzman, Fernando Olivera y Alfredo Barnechea."",2016-02-11T20:27:04Z"												
"Verónika Mendoza,tm8zU8MfVU8,""Verónika te apoyo, porque  tú eres igualdad, gracias por ofrecernos esta oportunidad :D"",2016-02-11T03:35:30Z"												
Verónika Mendoza,tm8zU8MfVU8,Pena de muerte a los violadores y a los corruptos!,2016-02-10T05:40:42Z												
Verónika Mendoza,tm8zU8MfVU8,seamos franco con la gente algun dia voy poder llegar con mi logro lo que yo kiero ser voy estudiar duro no quiero estar fregado como los presidentes o presidentas por la pura es lo que hablan me llegan porque ellos nunca han sufrido como yo si sufri yo vengo de un c.p centro poblado y nunca han hecho nada nunca han llegado joder con todos que a la gran mrd,2016-02-10T04:32:16Z												
"Verónika Mendoza,tm8zU8MfVU8,""a la mrd a los demas presidentes corruptos quiero cambios no fraude, hechos cosas para el bien del peru como dise el dicho ver para creer sino algun dia como dise otro dicho todo lo que sube, tiene que bajar si yo fuera presidente millonario yo ya habria hecho para el peru no llenarme de plata al paltalon progreso para el peru queremos carajo no mentiras todo lo que hablan y nunca asen nada solo hablar y hablar se la pasan disen que quieren cambiar al peru pero cada dia mas y mas el peru esta jodido nadie cumple aunque metan ideas para que la gente se crean pero no asen ni mrd esto ban para todos que se lanzan para presidente o presidenta disen cambiar pero nunca va pasar esto va pa ella tambien para veronica y para todos .etc"",2016-02-10T04:26:58Z"												
"Verónika Mendoza,tm8zU8MfVU8,""No es por ser negativa ni nada de eso, pero perú tiene una corrupción que viene desde hace muchos años y será difícil eliminar todo lo que ha hecho en cinco años de presidencia... por más buenas intenciones que se tenga."												
En lo personal, esta mujer se expresa muy bien y tiene razón.												
Yo creo que le daré mi voto a ella, realmente me ha gustado mucho.												
ah por cierto, votad por gente nueva, no por personas que ya han tenido un tiempo de gobierno, como Alan o Toledo, además .... por dios... por acuña mucho menos.												
"ese hombre no está preparado para la política, y un presidente será la imagen que verán las personas de otros países."",2016-02-09T23:46:27Z"												
Verónika Mendoza,tm8zU8MfVU8,vamos veronika... tu puedes,2016-02-09T23:09:48Z												
"Verónika Mendoza,tm8zU8MfVU8,""¡Vamos Vero!..Sí se puede construir un nuevo Perú...sin corrupción, con justicia social y derechos para todos."",2016-02-09T00:15:57Z"												
"Verónika Mendoza,tm8zU8MfVU8,""Sólo es un sueño, pero, cómo quisiera la plancha: Verónika presidenta, Barnechea vice presidente, Guzmán segundo vicepresidente!!!"",2016-02-08T23:19:09Z"												
Verónika Mendoza,tm8zU8MfVU8,SI QUIERES A TU PAÍS NO VOTES POR LOS CORRUPTOS!!!.. CONFIÓ EN TI VERONICA MENDOZA!!!!!...,2016-02-08T18:21:37Z												
"Verónika Mendoza,tm8zU8MfVU8,""Buena Verónika, cuenta con mi apoyo y la de mi familia, todos votaremos por tu coraje, por la propuesta y del gran equipo que tienes, éxitos."",2016-02-08T05:34:32Z"												
"Verónika Mendoza,tm8zU8MfVU8,""Me ha molestado lo que ha dicho...  La gente nos ha ayudado a elegir a los mejores candidatos al congreso. Oiga, pero si la gente (y está totalmente demostrado), elige a la peor gente al congreso, elección tras elección. ¿Ud. miente o no quiere saber enfrentar la verdad?"",2016-02-07T07:43:18Z"												
"Verónika Mendoza,tm8zU8MfVU8,""Chicos, no la caguemos otra vez. Hay que mantener el voto pensante con el candidato que tenga más chance."												
Esta candidata suena bien, pero quiere más que el Perú se parezca a Venezuela. Le interesa más que su agenda política sea la que prime, en lugar de que el Perú se desarrolle.												
"Yo voy a votar por Guzmán porque quiere a su país y porque tiene la visión clara, la ambición y el coraje para conseguirlo...  Al menos eso es lo que parece...  Y espero no equivocarme."",2016-02-07T07:34:03Z"												
"Verónika Mendoza,tm8zU8MfVU8,""vero el cusco nunca olvidara como nos vendiste a la ley 1198 que privatiza  los sitios arqueologicos , tampoco olvidara que fuiste amiga de nadine heredia y que tus propuesta son muy ridiculas como el de sindicalizar a la pnp y de legalizar la marihuana jajajajaa"",2016-02-06T21:30:05Z"												
"Verónika Mendoza,tm8zU8MfVU8,""LAS ENCUESTAS ESTAN PAGADAS, EN LAS CALLES SOLO SE HABLA DE BARNECHEA, GUZMAN, Y VERONICA ACUÑA A LOS DEMAS HAN PAGADO A LAS ENCUESTADORAS"",2016-02-06T05:38:41Z"												
"Verónika Mendoza,tm8zU8MfVU8,""Resalta el lado preparación de las mujeres..... "												
"Es una buena obcion"",2016-02-05T20:15:00Z"												
Verónika Mendoza,tm8zU8MfVU8,Me enamore :O,2016-02-05T04:05:54Z												
"Verónika Mendoza,tm8zU8MfVU8,""Muy bueno, propuestas concisas , directas, sinceras y sin ningun problema de corrupcion en la candidata Veronika Mendoza creo que me estoy inclinando por esta mujer inteligente, profesional y con ganas de servir a la nacion"",2016-02-04T22:26:15Z"												
"Verónika Mendoza,tm8zU8MfVU8,""Yo no entiendo como le tiran tantas flores al indeciso de Guzmán si tenemos una candidata proba, coherente y honesta que de lejos es la mejor para ocupar el sillón presidencial. Por un nuevo Perú ... Vamos Vero!"",2016-02-04T02:56:04Z"												
"Verónika Mendoza,tm8zU8MfVU8,""Lucidez, inteligencia y HONESTIDAD. #ConVdeValiente"",2016-02-03T18:59:42Z"												
Verónika Mendoza,tm8zU8MfVU8,Una buena candidata ...,2016-02-03T16:14:54Z												
"Verónika Mendoza,tm8zU8MfVU8,""Liberemonos de la cultura del miedo,education de primer nivel."",2016-02-03T09:34:35Z"												
Verónika Mendoza,tm8zU8MfVU8,Bien Vero  !!!!,2016-02-02T20:54:03Z												
Verónika Mendoza,tm8zU8MfVU8,Carajo!!!! Alguien tenía que decirlo!!!,2016-02-02T20:42:16Z												
Verónika Mendoza,tm8zU8MfVU8,Repartio plata como cancha!!!! Plop!! inició criticando a la competencia.,2016-02-01T13:54:37Z												
"Verónika Mendoza,tm8zU8MfVU8,""Buena Fluidez de palabra, consecuente con lo que dice, Vero es la voz"",2016-02-01T04:06:03Z"												
"Verónika Mendoza,tm8zU8MfVU8,""Esta candidata no me convence. Además, representa una corriente de izquierda que no ha avanzado en el tiempo y hacen las cosas al revés. Dice lo que todos sabemos. No convence. Veamos su equipo. Peor, un personaje oscuro y negativo como el 'padre' Arana. Nada que ver con este grupo. Recordemos que los 'izquierdistas' son especialistas con las palabras y movimiento de masas y solo porque leyeron un poco más que Acuña pero son palabras sin peso específico."",2016-02-01T03:50:52Z"												
"Verónika Mendoza,tm8zU8MfVU8,""Desde el primer día Veronika estubo en el hablar de los comentaristas televisivos .. por que?... que era ella para que llame la atención .. o es que nos quieren imponer a un candidato de """"izquierdas""""?. Para mi ella es una moralista no izquierdista. Su verbo es leído, no construido."",2016-02-01T00:27:09Z"												
"Verónika Mendoza,tm8zU8MfVU8,""Hey jefecito tomate, Tienes que escuchar a los candidatos pe. Barnechea propone la revision de los acuerdos aereos con Lanperu y los acuerdos del gas de camisea. Cual chile compadre. Barnechea tiene casi la misma vision de Julio Guzman, pero Alfredo tiene mucha mas experiencia politica."",2016-02-01T00:04:44Z"												
"Verónika Mendoza,tm8zU8MfVU8,""otra chistosa que se ha memorizado su discurso, parece cuando exponen en la universidad."",2016-01-31T20:13:07Z"												
Verónika Mendoza,tm8zU8MfVU8,ASI SE HABLA CARAJO,2016-01-31T05:58:17Z												
Verónika Mendoza,tm8zU8MfVU8,VERONICA MENDOZA INSULTA A KEIKO SOLO PARA PROBAR SU EXISTENCIA,2016-01-30T22:30:42Z												
Verónika Mendoza,tm8zU8MfVU8,SOLO LOS ANTIMINEROS VOTARAN POR ELLA,2016-01-30T22:29:59Z												
"Verónika Mendoza,tm8zU8MfVU8,""que mal inicio por parte de esa mujer deberia dejar de lanzar indirectas, GRACIAS A DIOS TIENE 2%"",2016-01-30T22:29:39Z"												
"Verónika Mendoza,tm8zU8MfVU8,""MANITA LOS MILLONES NO VAS A PODER RECUPERAR, PERO SI PUEDES EVITAR QUE LOS CORRUPTOS SIGAN ROBANDO"",2016-01-30T22:11:21Z"												
"Verónika Mendoza,tm8zU8MfVU8,""Más de lo mismo, lo que se puede reconocer es que pone más énfasis al decir y acusar, más de lo que el peruano desea escuchar, más de ello no está preparada, no tiene experiencia, se la van a comer una vez ya en palacio, son ideas generales, bonitas pero nada más, candidata decente pero hay alguien mejor."",2016-01-30T19:01:08Z"												
"Verónika Mendoza,tm8zU8MfVU8,""La mejor candidata , honesta y valiente, ..bien Vero... muerte civil a los corruptos...Tienes mi voto y de toda mi comunidad..Vero Presidente!!"",2016-01-30T10:10:55Z"												
"Verónika Mendoza,tm8zU8MfVU8,""julio guzmán propuso sus ideas sin leer,eso lo dice todo,es un capo,mi voto es por julio guzmán"",2016-01-29T21:58:22Z"												
Verónika Mendoza,tm8zU8MfVU8,toma keiko...!!! toma alan...!!!! toma acuña...!!!,2016-01-29T17:37:35Z												
Verónika Mendoza,tm8zU8MfVU8,no esta preparada. yo voto por julio guzman,2016-01-29T16:09:38Z												
Verónika Mendoza,tm8zU8MfVU8,veronica es una persona intachable justo lo que el peru necesita,2016-01-29T15:59:08Z												
Verónika Mendoza,tm8zU8MfVU8,Dejemos de lado las encuestas y votemos por nuestro candidato,2016-01-29T15:10:00Z												
"Verónika Mendoza,tm8zU8MfVU8,""Bla, bla, bla, lo mismo de siempre no me convence, haber que dicen los otros candidatos."",2016-01-29T12:38:56Z"												
"Verónika Mendoza,tm8zU8MfVU8,""Y DE SU COMADRITA NADINE NO DICE NADA"												
ELLA FUE SU SECRETARIA 												
"Q NO JODA"",2016-01-29T08:08:12Z"												
Verónika Mendoza,tm8zU8MfVU8,POPULISTA SIN EXPERIENCIA AMIGUITA DE NADINE,2016-01-29T08:06:40Z												
